"IDPIF","SUPQUEMADA","RADIO_M","MUERTOS","HERIDOS","IDCOMUNIDAD","COMUNIDAD","IDPROVINCIA","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","RES_GRP_CAUSA","IDGRUPOCAUSA","CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2005490704","409","1141","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","41.984697","-6.889709","2005-08-20","1860","3300","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","82","7","6","29009","0"
"2004210114","408.9","1140.86","0","0","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","AROCHE","38.000737","-6.828275","2004-07-25","855","2700","0","2","ESCAPE DE VERTEDERO","228","17","5","0","0"
"2002370105","407.58","1139.02","0","0","17","CASTILLA Y LEON","37","SALAMANCA","GUIJUELO","FUENTES DE BEJAR","40.511526","-5.697361","2002-08-18","500","3340","1","4","SIN DATOS","147","13","4","0","14945"
"2001240299","407","1138.21","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","ENCINEDO","42.265003","-6.640489","2001-08-13","1295","1775","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","51","5","3","5992","853145"
"2006151805","407","1138.21","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MAZARICOS","42.90837","-9.096117","2006-08-11","535","580","0","6","INCENDIO REPRODUCIDO","1","7","1","0","0"
"2001151646","400","1128.38","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CARNOTA","42.788114","-9.114589","2001-09-10","1073","2664","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","148","15","12","0","303078"
"2002330199","400","1128.38","0","0","5","ASTURIAS","33","ASTURIAS","NALON","SOBRESCOBIO","43.19505","-5.462879","2002-01-26","0","0","0","5","CAUSA DESCONOCIDA","11","1","1","0","0"
"2003450224","400","1128.38","0","0","11","CASTILLA-MANCHA","45","TOLEDO","SAGRA-TOLEDO","ALMOROX","40.248173","-4.383072","2003-07-18","1923","1923","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","240","17","21","0","360972"
"2005240629","400","1128.38","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","BENUZA","42.382877","-6.671312","2005-07-20","0","0","1","4","SIN DATOS","22","8","6","0","0"
"2005322853","400","1128.38","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CASTRELO DO VAL","42.270249","-7.621704","2005-08-15","1380","1815","1","4","SIN DATOS","141","17","13","0","0"
"2005460247","400","1128.38","0","0","9","C. VALENCIANA","46","VALENCIA","LA COSTANERA","XÀTIVA","38.959407","-0.525117","2005-06-22","0","0","0","1","RAYO","246","10","12","0","76238"
"2006151814","400","1128.38","0","0","3","GALICIA","15","A CORUÑA","SANTIAGO-MESETA INTERIOR","TOQUES","42.947452","-7.9532","2006-08-10","2288","2544","1","4","SIN DATOS","53","6","2","0","772385"
"2008320506","400","1128.38","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","VIANA DO BOLO","42.190053","-6.998508","2008-02-17","1294","1769","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","48","5","3","0","0"
"2008490087","400","1128.38","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.200747","-6.866889","2008-02-16","1440","1710","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","21","1","6","0","0"
"2011070038","400","1128.38","0","0","15","ILLES BALEARS","7","ILLES BALEARS","MALLORCA","SANT LLORENÇ DES CARDASSAR","39.669235","3.276238","2011-07-06","3087","6057","0","3","MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS)","148","15","10","0","0"
"2003100353","399","1126.97","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","CECLAVÍN","39.863153","-6.769302","2003-08-03","1020","1410","1","4","SIN DATOS","56","3","2","0","0"
"2012320504","397.35","1124.64","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","MEZQUITA, A","42.048048","-7.048732","2012-02-28","616","855","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","73","5","7","0","393972"
"2006050107","397.29","1124.55","0","0","17","CASTILLA Y LEON","5","AVILA","NAVARREDONDA DE GREDOS","NAVALACRUZ","40.470548","-4.991834","2006-08-15","925","2710","0","2","FUMADORES","224","17","13","0","0"
"2012490206","396","1122.72","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","S JUSTO","42.175351","-6.671074","2012-02-26","4505","6075","1","4","SIN DATOS","23","2","9","0","0"
"2003210124","396","1122.72","0","0","4","ANDALUCIA","21","HUELVA","SIERRA DE HUELVA","CUMBRES MAYORES","38.021837","-6.729656","2003-07-31","975","1095","0","5","CAUSA DESCONOCIDA","91","11","6","0","747902"
"2001090128","394.31","1120.32","0","0","17","CASTILLA Y LEON","9","BURGOS","MIRANDA DE EBRO","PANCORBO","42.651921","-3.125294","2001-08-07","735","8265","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","156","21","12","0","184686"
"2005151761","394","1119.88","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","MUROS","42.766204","-9.094773","2005-08-15","1235","1475","1","4","OTRAS MOTIVACIONES","71","9","7","0","0"
"2003240025","393.5","1119.17","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTROCONTRIGO","42.211744","-6.18868","2003-03-19","501","1710","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","63","6","3","0","36528"
"2003140069","391.09","1115.74","0","0","4","ANDALUCIA","14","CORDOBA","VALLE DEL GUADIATO","ESPIEL","38.169277","-4.98989","2003-08-04","350","800","1","4","SIN DATOS","114","10","4","0","0"
"2005500237","390.85","1115.4","0","0","10","ARAGON","50","ZARAGOZA","CINCO VILLAS","LUNA","42.22439","-0.944946","2005-08-14","1525","7525","0","3","LÍNEAS ELÉCTRICAS","312","24","12","3685","1739042"
"2007060308","389","1112.76","0","0","14","EXTREMADURA","6","BADAJOZ","TENTUDIA","VALENCIA DEL VENTOSO","38.297942","-6.525938","2007-08-11","360","960","1","4","PROVOCADOS POR VENGANZAS","76","6","5","0","0"
"2003490136","388.64","1112.24","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","FERRERUELA","41.717401","-6.050178","2003-08-04","455","1010","1","4","SIN DATOS","50","3","4","16692","304210"
"2005330447","387","1109.89","0","0","5","ASTURIAS","33","ASTURIAS","EO-NAVIA","VALDÉS","43.520718","-6.389919","2005-03-18","2304","2524","1","4","SIN DATOS","45","3","4","0","127091"
"2002100287","386.1","1108.6","0","0","14","EXTREMADURA","10","CACERES","IBORES-VILLUERCAS","LOGROSÁN","39.337536","-5.539484","2002-08-02","220","410","1","4","SIN DATOS","61","6","3","0","138996"
"2012240243","386","1108.46","0","0","17","CASTILLA Y LEON","24","LEON","TRUCHAS","CASTRILLO DE CABRERA","42.318018","-6.554866","2012-03-11","1829","2054","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","15","0","2","0","0"
"2011300088","385.43","1107.64","0","0","8","MURCIA","30","MURCIA","CENTRO-OESTE","CARTAGENA","37.611024","-0.81679","2011-08-18","3680","9533","1","4","SIN DATOS","589","37","13","0","0"
"2009160116","384.92","1106.9","0","0","11","CASTILLA-MANCHA","16","CUENCA","SERRANIA MEDIA","FRESNEDA DE ALTAREJOS","39.959955","-2.30021","2009-06-20","1680","5930","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","266","21","21","645616","0"
"2005323364","382","1102.7","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CUALEDRO","42.286367","-7.897906","2005-08-22","1650","1660","0","6","INCENDIO REPRODUCIDO","35","6","0","0","0"
"2002040044","381.75","1102.34","0","0","4","ANDALUCIA","4","ALMERIA","SIERRA DE FILABRES","TAHAL","37.163557","-2.289222","2002-06-26","625","2815","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","190","5","8","23515","14207"
"2012490213","380.67","1100.78","0","1","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","42.00148","-6.890572","2012-02-27","3170","4640","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","10","3","3","0","0"
"2001060045","380","1099.81","0","0","14","EXTREMADURA","6","BADAJOZ","LA SIBERIA","CASTILBLANCO","39.247126","-5.123561","2001-06-25","230","321","1","4","SIN DATOS","64","5","3","0","0"
"2002390162","380","1099.81","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 4","CABUÉRNIGA","43.213966","-4.303078","2002-01-26","1050","1080","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","23","2","0","1627","20177"
"2008390150","380","1099.81","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 10","SOBA","43.19793","-3.546782","2008-02-15","0","0","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","0","0","0","0","38543"
"2002200014","379.03","1098.4","0","0","1","EUSKADI","20","GUIPUZCOA","DONOSTIALDEA","PASAIA","43.339963","-1.895974","2002-01-27","870","1020","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","21","1","0","0","0"
"2005340053","376","1094","0","0","17","CASTILLA Y LEON","34","PALENCIA","BOEDO-OJEDA","VILLANUÑO DE VALDAVIA","42.516328","-4.523076","2005-07-16","745","855","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","112","20","5","0","0"
"2008384003","375.67","1093.52","0","0","12","CANARIAS","38","S.C. TENERIFE","LA GOMERA","VALLEHERMOSO","28.142787","-17.284426","2008-04-26","4292","99390","0","3","LÍNEAS ELÉCTRICAS","575","27","12","0","0"
"2011100482","375.26","1092.93","0","0","14","EXTREMADURA","10","CACERES","AMBROZ-JERTE Y TIETAR","HERVÁS","40.259591","-5.794563","2011-10-14","2895","9975","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","156","17","18","0","0"
"2012340146","374.21","1091.40","0","0","17","CASTILLA Y LEON","34","PALENCIA","PARAMOS-VALDAVIA","SANTERVAS DE LA VEGA","42.48305","-4.881417","2012-07-25","393","1970","0","3","MOTORES Y MÁQUINAS (COSECHADORAS)","141","15","8","0","0"
"2006330752","374","1091.09","0","0","5","ASTURIAS","33","ASTURIAS","OVIEDO","BELMONTE DE MIRANDA","43.270324","-6.25168","2006-03-27","930","960","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","51","1","3","0","0"
"2010460118","373.42","1090.24","0","0","9","C. VALENCIANA","46","VALENCIA","EL COMTAT","OTRA PROVINCIA","38.800719","-0.571055","2010-09-06","5635","10075","1","4","SIN DATOS","1124","51","45","0","141476"
"2012240595","372.4","1088.75","0","0","17","CASTILLA Y LEON","24","LEON","PONFERRADA","PONFERRADA","42.527899","-6.560197","2012-09-07","1697","2632","1","4","SIN DATOS","124","6","7","0","0"
"2001170061","372","1088.17","0","0","2","CATALUÑA","17","GIRONA","BAIX EMPORDA","TORROELLA DE MONTGRÍ","42.103674","3.163274","2001-06-19","570","19200","1","4","VANDALISMO","108","25","8","0","0"
"2004322405","370","1085.24","0","0","3","GALICIA","32","OURENSE","A LIMIA","LOBEIRA","42.029577","-8.065","2004-07-28","1125","1675","1","4","SIN DATOS","30","9","10","0","167631"
"2005490021","370","1085.24","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PORTO","42.099104","-6.943605","2005-01-22","3060","4260","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","8","0","0","0","0"
"2005240634","369.64","1084.71","0","0","17","CASTILLA Y LEON","24","LEON","CANALES-LA MAGDALENA","RIELLO","42.80839","-6.019478","2005-07-22","856","3376","0","2","TRABAJOS FORESTALES","15","5","2","0","0"
"2004490423","369","1083.77","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","HERMISENDE","42.00031","-6.81147","2004-08-01","1590","2550","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","54","3","3","0","0"
"2008240501","369","1083.77","0","0","17","CASTILLA Y LEON","24","LEON","ASTORGA","MAGAZ DE CEPEDA","42.596821","-6.100911","2008-08-31","780","3040","0","2","QUEMA DE BASURA","169","11","8","0","0"
"2004320986","368","1082.3","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","IRIXO, O","42.504114","-8.171992","2004-03-28","490","560","1","4","SIN DATOS","33","6","5","0","728527"
"2008240457","368","1082.3","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTRILLO DE LA VALDUERNA","42.324933","-6.109487","2008-08-17","611","1622","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","115","11","7","0","0"
"2006321055","366","1079.36","0","0","3","GALICIA","32","OURENSE","VALDEORRAS-TRIVES","CHANDREXA DE QUEIXA","42.21825","-7.369252","2006-08-08","7790","8900","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","22","0","0","0","0"
"2009321665","365","1077.88","0","0","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","PIÑOR","42.53796","-8.059169","2009-09-29","1249","1512","0","5","CAUSA DESCONOCIDA","161","19","18","0","0"
"2012250166","363.9","1076.26","0","1","2","CATALUÑA","25","LLEIDA","PALLARS SOBIRA","BAIX PALLARS","42.338935","1.06666","2012-03-08","6185","14857","0","3","LÍNEAS ELÉCTRICAS","629","15","6","0","0"
"2012390618","362.67","1074.44","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 10","ARREDONDO","43.269255","-3.63252","2012-03-14","0","4620","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","20","0","1","0","57240"
"2003060185","362","1073.44","0","0","14","EXTREMADURA","6","BADAJOZ","LA SERENA","CABEZA DEL BUEY","38.63744","-5.299203","2003-07-03","338","1243","1","4","SIN DATOS","150","13","0","0","0"
"2012330981","361.1","1072.11","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.173661","-6.659545","2012-03-28","1399","2856","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","34","0","3","0","0"
"2012331094","361","1071.96","0","0","5","ASTURIAS","33","ASTURIAS","EO-NAVIA","VILLAYÓN","43.382986","-6.68765","2012-03-30","3519","4180","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","66","5","5","0","0"
"2005362839","360","1070.47","0","1","3","GALICIA","36","PONTEVEDRA","VIGO-BAIXO MIÑO","SALCEDA DE CASELAS","42.132854","-8.564016","2005-08-19","1870","1900","1","4","PROVOCADOS POR PIRÓMANOS","76","7","4","40378","850993"
"2009490528","360","1070.47","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","VILLALCAMPO","41.525001","-6.045814","2009-08-28","1150","3100","0","6","INCENDIO REPRODUCIDO","24","0","7","0","0"
"2002490325","359.66","1069.97","0","0","17","CASTILLA Y LEON","49","ZAMORA","BERMILLO DE SAYAGO","VILLAR DEL BUEY","41.329502","-6.274419","2002-08-19","465","1275","1","4","SIN DATOS","89","4","6","0","0"
"2011100572","358.88","1068.81","0","0","14","EXTREMADURA","10","CACERES","AMBROZ-JERTE Y TIETAR","COLLADO","40.033019","-5.656395","2011-07-18","810","4605","1","4","SIN DATOS","128","24","7","0","0"
"2003380026","357","1066","0","0","12","CANARIAS","38","S.C. TENERIFE","EL HIERRO","FRONTERA","27.721786","-18.046123","2003-08-07","3080","4835","1","4","SIN DATOS","257","13","4","150000","0"
"2005362845","355.5","1063.76","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","MONDARIZ","42.197139","-8.420869","2005-08-19","2780","2830","1","4","OTRAS MOTIVACIONES","106","10","10","78533","507005"
"2001210078","355","1063.01","0","0","4","ANDALUCIA","21","HUELVA","EL ANDEVALO","CERRO DE ANDÉVALO, EL","37.744006","-6.951556","2001-06-29","645","1230","0","2","TRABAJOS FORESTALES","161","7","7","30075","46915"
"2004490313","355","1063.01","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","TABARA","41.847454","-5.992568","2004-06-18","930","2700","0","2","TRABAJOS FORESTALES","109","9","6","0","968130"
"2006150952","353","1060.02","0","0","3","GALICIA","15","A CORUÑA","FISTERRA","CARNOTA","42.804525","-9.119988","2006-07-16","1511","2835","1","4","SIN DATOS","120","17","7","0","490142"
"2011322357","353","1060.02","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","RIÓS","41.977684","-7.220524","2011-10-16","3150","3856","1","4","PROVOCADOS POR PIRÓMANOS","37","9","7","0","2661625"
"2005271136","352","1058.51","0","0","3","GALICIA","27","LUGO","TERRA DE LEMOS","QUIROGA","42.558801","-7.111838","2005-12-23","1650","1800","1","4","SIN DATOS","29","7","1","0","0"
"2002330667","350","1055.5","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.105118","-6.550733","2002-02-02","1350","1710","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","2","0","0","0","433907"
"2005240704","350","1055.5","0","1","17","CASTILLA Y LEON","24","LEON","CISTIERNA","CREMENES","42.877336","-5.13048","2005-08-16","0","0","0","1","RAYO","48","0","7","0","0"
"2005323468","350","1055.5","0","4","3","GALICIA","32","OURENSE","O RIBEIRO-ARENTEIRO","MELÓN","42.296521","-7.482124","2005-08-30","1665","3555","1","4","SIN DATOS","19","0","2","0","0"
"2006151004","350","1055.5","0","0","3","GALICIA","15","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","PONTECESO","43.278636","-8.929837","2006-07-17","1573","1742","0","1","RAYO","20","4","3","0","0"
"2006321054","350","1055.5","0","0","3","GALICIA","32","OURENSE","VERIN-VIANA","CUALEDRO","41.978371","-7.565493","2006-08-08","1325","2145","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","52","9","2","0","41907"
"2006330787","350","1055.5","0","4","5","ASTURIAS","33","ASTURIAS","NARCEA","TINEO","43.412985","-6.615229","2006-03-29","1171","1245","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","37","2","2","0","84210"
"2009240541","350","1055.5","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","CASTROCONTRIGO","42.211744","-6.18868","2009-07-17","276","276","0","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","68","8","6","0","0"
"2009320522","350","1055.5","0","0","3","GALICIA","32","OURENSE","A LIMIA","LOBEIRA","42.008664","-8.051769","2009-03-22","1412","1720","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","54","5","6","0","68830"
"2011490455","350","1055.5","0","0","17","CASTILLA Y LEON","49","ZAMORA","EL PUENTE","PÍAS","42.116108","-6.928613","2011-12-24","420","2190","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","0","0","0","0","0"
"2003280215","348.85","1053.77","0","9","16","MADRID","28","MADRID","TORRELAGUNA","BUSTARVIEJO","40.843873","-3.726999","2003-08-05","1385","2152","0","1","RAYO","270","33","12","0","0"
"2006361795","347.75","1052.1","0","0","3","GALICIA","36","PONTEVEDRA","O CONDADO-A PARANDATA","CAÑIZA, A","42.183364","-8.29462","2006-08-10","720","930","1","4","PROVOCADOS POR PIRÓMANOS","12","4","2","7590","263935"
"2011320443","347.69","1052.01","0","0","3","GALICIA","32","OURENSE","A LIMIA","MUIÑOS","41.898028","-7.954409","2011-03-10","985","1320","1","4","OTRAS MOTIVACIONES","47","8","7","0","0"
"2001500089","347.66","1051.97","0","0","10","ARAGON","50","ZARAGOZA","VALDEJALÓN","SANTA CRUZ DE GRÍO","41.374215","-1.422728","2001-07-07","760","2550","0","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","250","6","4","0","13823"
"2008490355","347.5","1051.73","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","GALLEGOS DEL RIO","41.739583","-6.167823","2008-08-30","631","6230","0","2","OTRAS NEGLIGENCIAS (FUEGOS ARTIFICIALES)","166","19","13","0","0"
"2002330693","345.5","1048.69","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","ALLANDE","43.237675","-6.714285","2002-02-02","0","0","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","7","0","0","0","627697"
"2009030057","345","1047.94","0","0","9","C. VALENCIANA","3","ALICANTE","LA MARINA ALTA","VALL D' ALCALÁ, LA","38.796811","-0.26478","2009-07-22","1275","4240","0","2","OTRAS NEGLIGENCIAS (OTRAS)","262","15","14","0","521107"
"2010070067","344.2","1046.72","0","0","15","ILLES BALEARS","7","ILLES BALEARS","IBIZA","SANT JOAN DE LABRITJA","39.085297","1.458524","2010-08-22","4355","15975","0","2","HOGUERAS","427","22","21","0","0"
"2002330335","344","1046.42","0","0","5","ASTURIAS","33","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.105118","-6.550733","2002-01-29","0","0","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","9","1","0","0","144786"
"2004290103","344","1046.42","0","0","4","ANDALUCIA","29","MALAGA","ANTEQUERA","MOLLINA","37.175342","-4.682335","2004-07-26","3200","2905","0","2","FUMADORES","178","8","9","128557","537959"
"2005240485","344","1046.42","0","0","17","CASTILLA Y LEON","24","LEON","VEGA DE ESPINAREDA","PARAMO DEL SIL","42.824779","-6.490871","2005-06-10","4665","4785","0","1","RAYO","55","3","5","0","0"
"2011430019","342.09","1043.51","0","0","2","CATALUÑA","43","TARRAGONA","ALT CAMP","RIBA, LA","41.316329","1.170466","2011-07-19","869","3981","0","5","CAUSA DESCONOCIDA","388","60","16","0","0"
"2012390428","341","1041.84","0","0","6","CANTABRIA","39","CANTABRIA","COMARCA 10","SOBA","43.19793","-3.546782","2012-03-27","0","6420","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","0","0","0","0","53658"
"2005152180","341","1041.84","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","NEGREIRA","42.896306","-8.862552","2005-08-22","1685","1715","1","4","OTRAS MOTIVACIONES","69","9","4","0","0"
"2005363088","340.8","1041.54","0","0","3","GALICIA","36","PONTEVEDRA","CALDAS-O SALNES","CALDAS DE REIS","42.565364","-8.727658","2005-08-22","820","1820","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","87","9","5","13430","529308"
"2001370100","340","1040.31","0","0","17","CASTILLA Y LEON","37","SALAMANCA","BEJAR","S ESTEBAN DE LA SIERRA","40.515158","-5.875352","2001-08-12","540","1830","1","4","SIN DATOS","157","7","7","0","12533"
"2003240057","340","1040.31","0","0","17","CASTILLA Y LEON","24","LEON","LA BAÑEZA","LUYEGO","42.336686","-6.235262","2003-04-03","2430","2520","0","3","MANIOBRAS MILITARES","20","1","0","0","0"
"2003370120","340","1040.31","0","0","17","CASTILLA Y LEON","37","SALAMANCA","VITIGUDINO","PERALEJOS DE ARRIBA","41.010174","-6.311379","2003-08-10","240","1500","0","1","RAYO","95","8","2","0","26050"
"2006151763","340","1040.31","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","RIBEIRA","42.630339","-8.983743","2006-08-09","1000","2595","1","4","OTRAS MOTIVACIONES","57","9","0","0","1087577"
"2006490042","340","1040.31","0","0","17","CASTILLA Y LEON","49","ZAMORA","PUEBLA DE SANABRIA","LUBIAN","42.053199","-6.921548","2006-02-11","2310","2490","1","4","SIN DATOS","35","0","1","2001","0"
"2005450241","338","1037.25","0","0","11","CASTILLA-MANCHA","45","TOLEDO","MONTES DE NAVAHERMOSA","SAN PABLO DE LOS MONTES","39.519807","-4.267859","2005-08-16","1620","4500","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","199","26","9","0","188448"
"2006030103","338","1037.25","0","0","9","C. VALENCIANA","3","ALICANTE","LA MARINA ALTA","VALL DE GALLINERA","38.848145","-0.20499","2006-09-14","2150","2885","1","4","SIN DATOS","69","6","13","0","47197"
"2007490109","338","1037.25","0","0","17","CASTILLA Y LEON","49","ZAMORA","BERMILLO DE SAYAGO","BERMILLO DE SAYAGO","41.380144","-6.162011","2007-07-31","250","1790","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","126","14","7","0","0"
"2002210093","337.1","1035.87","0","0","4","ANDALUCIA","21","HUELVA","EL CONDADO","MANZANILLA","37.466946","-6.464262","2002-07-15","448","1196","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","166","17","20","24374","181273"
"2004151577","337","1035.71","0","0","3","GALICIA","15","A CORUÑA","BARBANZA","NEGREIRA","42.868342","-8.827147","2004-06-15","2675","3083","1","4","SIN DATOS","29","7","3","0","243886"
"2006361453","336.73","1035.3","0","0","3","GALICIA","36","PONTEVEDRA","DEZA-TABEIROS","LALÍN","42.729268","-8.144463","2006-08-04","1170","1815","1","4","PROVOCADOS POR CAMPESINOS PARA ELIMINAR MATORRAL Y RESIDUOS AGRÍCOLAS","64","14","1","17007","697740"
"2005110087","335.68","1033.68","0","0","4","ANDALUCIA","11","CADIZ","CAMPO DE GIBRALTAR","SAN ROQUE","36.206621","-5.366359","2005-06-27","2415","3705","0","2","OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS)","375","14","11","0","0"
"2005322969","335","1032.64","0","0","3","GALICIA","32","OURENSE","A LIMIA","XINZO DE LIMIA","42.363966","-7.520661","2005-08-18","910","3100","1","4","SIN DATOS","59","7","4","0","0"
"2012490490","334.32","1031.59","0","0","17","CASTILLA Y LEON","49","ZAMORA","ALCAÑICES","VIDEMALA","41.619573","-6.015016","2012-09-03","1237","2767","1","4","PROVOCADOS POR PASTORES Y GANADEROS PARA REGENERAR EL PASTO","125","10","3","0","0"
"2005120005","334","1031.09","0","0","9","C. VALENCIANA","12","CASTELLON","LA PLANA ALTA","CABANES","40.189468","0.189503","2005-01-24","1275","2385","1","4","PROVOCADOS POR PIRÓMANOS","34","4","4","0","0"
"2005151825","332.87","1029.35","0","0","3","GALICIA","15","A CORUÑA","FERROL","NEDA","43.506013","-8.11102","2005-08-15","1510","3010","1","4","OTRAS MOTIVACIONES","114","12","11","0","0"
"2006230120","332.5","1028.78","0","0","4","ANDALUCIA","23","JAEN","SIERRA MAGINA","JÓDAR","37.836607","-3.373023","2006-08-21","1180","1530","0","2","QUEMA DE BASURA","180","6","10","0","0"
"2009490516","332","1028","0","0","17","CASTILLA Y LEON","49","ZAMORA","TABARA","FERRERUELA","41.787807","-5.960393","2009-08-23","1291","2691","1","4","PROVOCADOS POR CAZADORES PARA FACILITAR LA CAZA","99","11","3","0","0"
"2004100258","330.82","1026.17","0","0","14","EXTREMADURA","10","CACERES","CACERES-CENTRO","ALCUÉSCAR","39.20358","-6.294048","2004-06-30","378","707","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","50","3","4","0","0"
